arid_temp1,arid_temp2,arid_temp3,arid_temp4,arid_temp5
a.gal10.n,2.9,,,0.0198562795805378
a.gal10.n,2.91,,,0.0199054751699756
a.gal10.n,2.92,,,0.019954775887742
a.gal10.n,2.93,,,0.0200041819113056
a.gal10.n,2.94,,,0.0200536934183089
a.gal10.n,2.95,,,0.0201033105865679
a.gal10.n,2.96,,,0.0201530335940723
a.gal10.n,2.97,,,0.0202028626189849
a.gal10.n,2.98,,,0.020252797839642
a.gal10.n,2.99,,,0.0203028394345524
a.gal10.n,3,,,0.0203529875823982
a.gal10.n,3.01,,,0.0204032424620339
a.gal10.n,3.02,,,0.0204536042524865
a.gal10.n,3.03,,,0.0205040731329553
a.gal10.n,3.04,,,0.0205546492828116
a.gal10.n,3.05,,,0.0206053328815989
a.gal10.n,3.06,,,0.0206561241090323
a.gal10.n,3.07,,,0.0207070231449983
a.gal10.n,3.08,,,0.0207580301695552
a.gal10.n,3.09,,,0.0208091453629322
a.gal10.n,3.1,,,0.0208603689055295
a.gal10.n,3.11,,,0.0209117009779183
a.gal10.n,3.12,,,0.0209631417608405
a.gal10.n,3.13,,,0.0210146914352082
a.gal10.n,3.14,,,0.0210663501821041
a.gal10.n,3.15,,,0.0211181181827806
a.gal10.n,3.16,,,0.0211699956186604
a.gal10.n,3.17,,,0.0212219826713357
a.gal10.n,3.18,,,0.0212740795225682
a.gal10.n,3.19,,,0.0213262863542888
a.gal10.n,3.2,,,0.0213786033485978
a.gal10.n,3.21,,,0.0214310306877643
a.gal10.n,3.22,,,0.021483568554226
a.gal10.n,3.23,,,0.0215362171305892
a.gal10.n,3.24,,,0.0215889765996286
a.gal10.n,3.25,,,0.0216418471442868
a.gal10.n,3.26,,,0.0216948289476745
a.gal10.n,3.27,,,0.0217479221930702
a.gal10.n,3.28,,,0.0218011270639197
a.gal10.n,3.29,,,0.0218544437438361
a.gal10.n,3.3,,,0.0219078724165997
a.gal10.n,3.31,,,0.0219614132661576
a.gal10.n,3.32,,,0.0220150664766235
a.gal10.n,3.33,,,0.0220688322322779
a.gal10.n,3.34,,,0.0221227107175671
a.gal10.n,3.35,,,0.0221767021171036
a.gal10.n,3.36,,,0.0222308066156658
a.gal10.n,3.37,,,0.0222850243981977
a.gal10.n,3.38,,,0.0223393556498085
a.gal10.n,3.39,,,0.0223938005557726
a.gal10.n,3.4,,,0.0224483593015295
a.gal10.n,3.41,,,0.0225030320726833
a.gal10.n,3.42,,,0.0225578190550026
a.gal10.n,3.43,,,0.0226127204344203
a.gal10.n,3.44,,,0.0226677363970332
a.gal10.n,3.45,,,0.0227228671291023
a.gal10.n,3.46,,,0.0227781128170516
a.gal10.n,3.47,,,0.022833473647469
a.gal10.n,3.48,,,0.0228889498071053
a.gal10.n,3.49,,,0.0229445414828742
a.gal10.n,3.5,,,0.023000248861852
a.gal10.n,3.51,,,0.0230560721312775
a.gal10.n,3.52,,,0.0231120114785518
a.gal10.n,3.53,,,0.0231680670912379
a.gal10.n,3.54,,,0.0232242391570603
a.gal10.n,3.55,,,0.0232805278639053
a.gal10.n,3.56,,,0.0233369333998203
a.gal10.n,3.57,,,0.0233934559530137
a.gal10.n,3.58,,,0.0234500957118546
a.gal10.n,3.59,,,0.0235068528648728
a.gal10.n,3.6,,,0.0235637276007581
a.gal10.n,3.61,,,0.0236207201083606
a.gal10.n,3.62,,,0.02367783057669
a.gal10.n,3.63,,,0.0237350591949155
a.gal10.n,3.64,,,0.0237924061523657
a.gal10.n,3.65,,,0.0238498716385281
a.gal10.n,3.66,,,0.023907455843049
a.gal10.n,3.67,,,0.0239651589557333
a.gal10.n,3.68,,,0.0240229811665441
a.gal10.n,3.69,,,0.0240809226656025
a.gal10.n,3.7,,,0.0241389836431873
a.gal10.n,3.71,,,0.0241971642897349
a.gal10.n,3.72,,,0.0242554647958386
a.gal10.n,3.73,,,0.0243138853522493
a.gal10.n,3.74,,,0.0243724261498739
a.gal10.n,3.75,,,0.0244310873797761
a.gal10.n,3.76,,,0.0244898692331757
a.gal10.n,3.77,,,0.0245487719014484
a.gal10.n,3.78,,,0.0246077955761257
a.gal10.n,3.79,,,0.0246669404488941
a.gal10.n,3.8,,,0.0247262067115954
a.gal10.n,3.81,,,0.0247855945562262
a.gal10.n,3.82,,,0.0248451041749377
a.gal10.n,3.83,,,0.0249047357600354
a.gal10.n,3.84,,,0.0249644895039785
a.gal10.n,3.85,,,0.0250243655993802
a.gal10.n,3.86,,,0.0250843642390071
a.gal10.n,3.87,,,0.0251444856157789
a.gal10.n,3.88,,,0.0252047299227682
a.gal10.n,3.89,,,0.0252650973532001
a.gal10.n,3.9,,,0.0253255881004521
a.gal10.n,3.91,,,0.0253862023580538
a.gal10.n,3.92,,,0.0254469403196863
a.gal10.n,3.93,,,0.0255078021791824
a.gal10.n,3.94,,,0.0255687881305259
a.gal10.n,3.95,,,0.0256298983678514
a.gal10.n,3.96,,,0.0256911330854443
a.gal10.n,3.97,,,0.0257524924777402
a.gal10.n,3.98,,,0.0258139767393245
a.gal10.n,3.99,,,0.0258755860649325
a.gal10.n,4,,,0.0259373206494488
a.gal10.n,4.01,,,0.0259991806879072
a.gal10.n,4.02,,,0.0260611663754901
a.gal10.n,4.03,,,0.0261232779075285
a.gal10.n,4.04,,,0.0261855154795017
a.gal10.n,4.05,,,0.0262478792870366
a.gal10.n,4.06,,,0.026310369525908
a.gal10.n,4.07,,,0.0263729863920377
a.gal10.n,4.08,,,0.0264357300814946
a.gal10.n,4.09,,,0.0264986007904943
a.gal10.n,4.1,,,0.0265615987153986
a.gal10.n,4.11,,,0.0266247240527154
a.gal10.n,4.12,,,0.0266879769990983
a.gal10.n,4.13,,,0.0267513577513464
a.gal10.n,4.14,,,0.0268148665064037
a.gal10.n,4.15,,,0.0268785034613592
a.gal10.n,4.16,,,0.0269422688134461
a.gal10.n,4.17,,,0.0270061627600419
a.gal10.n,4.18,,,0.0270701854986678
a.gal10.n,4.19,,,0.0271343372269885
a.gal10.n,4.2,,,0.027198618142812
a.gal10.n,4.21,,,0.0272630284440889
a.gal10.n,4.22,,,0.0273275683289125
a.gal10.n,4.23,,,0.0273922379955181
a.gal10.n,4.24,,,0.027457037642283
a.gal10.n,4.25,,,0.027521967467726
a.gal10.n,4.26,,,0.0275870276705069
a.gal10.n,4.27,,,0.0276522184494266
a.gal10.n,4.28,,,0.0277175400034264
a.gal10.n,4.29,,,0.0277829925315876
a.gal10.n,4.3,,,0.0278485762331316
a.gal10.n,4.31,,,0.0279142913074192
a.gal10.n,4.32,,,0.0279801379539504
a.gal10.n,4.33,,,0.0280461163723638
a.gal10.n,4.34,,,0.0281122267624367
a.gal10.n,4.35,,,0.0281784693240845
a.gal10.n,4.36,,,0.0282448442573602
a.gal10.n,4.37,,,0.0283113517624545
a.gal10.n,4.38,,,0.0283779920396949
a.gal10.n,4.39,,,0.0284447652895458
a.gal10.n,4.4,,,0.0285116717126079
a.gal10.n,4.41,,,0.028578711509618
a.gal10.n,4.42,,,0.0286458848814484
a.gal10.n,4.43,,,0.0287131920291069
a.gal10.n,4.44,,,0.0287806331537362
a.gal10.n,4.45,,,0.0288482084566136
a.gal10.n,4.46,,,0.0289159181391505
a.gal10.n,4.47,,,0.0289837624028922
a.gal10.n,4.48,,,0.0290517414495177
a.gal10.n,4.49,,,0.0291198554808389
a.gal10.n,4.5,,,0.0291881046988007
